Date : 2025-06-19 12:57:00
Directory : /home/pes/kaban_project/kaban_system2/bot
Total : 5381 files,  -1727019 codes, -394065 comments, -186590 blanks, all -2307674 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
+------------------+------------+------------+------------+------------+------------+
| Properties       |          3 |         -9 |          0 |         -1 |        -10 |
| Database         |          1 |        -12 |          0 |          0 |        -12 |
| Shell Script     |          2 |        -54 |        -19 |        -24 |        -97 |
| Ini              |          6 |        -72 |         -2 |        -16 |        -90 |
| PowerShell       |          1 |       -108 |       -106 |        -34 |       -248 |
| Markdown         |          4 |       -160 |          0 |        -48 |       -208 |
| JavaScript       |          2 |       -184 |        -24 |        -14 |       -222 |
| reStructuredText |          2 |       -366 |         -2 |       -106 |       -474 |
| Log              |          1 |     -3,011 |          0 |         -1 |     -3,012 |
| C                |        104 |     -4,914 |       -750 |       -506 |     -6,170 |
| C++              |         58 |    -15,294 |     -4,340 |     -2,572 |    -22,206 |
| XML              |         36 |   -701,460 |     -2,512 |        -36 |   -704,008 |
| Python           |      5,161 | -1,001,375 |   -386,310 |   -183,232 | -1,570,917 |
+------------------+------------+------------+------------+------------+------------+

Directories
+-------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| path                                                                                                                                            | files      | code       | comment    | blank      | total      |
+-------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| .                                                                                                                                               |      5,381 | -1,727,019 |   -394,065 |   -186,590 | -2,307,674 |
| ..                                                                                                                                              |      5,381 | -1,727,019 |   -394,065 |   -186,590 | -2,307,674 |
| .. (Files)                                                                                                                                      |          8 |     -3,250 |        -14 |        -57 |     -3,321 |
| ../Core                                                                                                                                         |          4 |        -42 |          0 |        -19 |        -61 |
| ../db                                                                                                                                           |          3 |       -146 |        -38 |        -25 |       -209 |
| ../venv                                                                                                                                         |      5,366 | -1,723,581 |   -394,013 |   -186,489 | -2,304,083 |
| ../venv (Files)                                                                                                                                 |          1 |         -3 |          0 |         -1 |         -4 |
| ../venv/bin                                                                                                                                     |          3 |       -162 |       -125 |        -58 |       -345 |
| ../venv/lib                                                                                                                                     |      2,681 |   -861,708 |   -196,944 |    -93,215 | -1,151,867 |
| ../venv/lib/python3.10                                                                                                                          |      2,681 |   -861,708 |   -196,944 |    -93,215 | -1,151,867 |
| ../venv/lib/python3.10/site-packages                                                                                                            |      2,681 |   -861,708 |   -196,944 |    -93,215 | -1,151,867 |
| ../venv/lib/python3.10/site-packages (Files)                                                                                                    |          1 |     -2,510 |     -1,240 |       -489 |     -4,239 |
| ../venv/lib/python3.10/site-packages/_distutils_hack                                                                                            |          2 |        -79 |        -22 |        -34 |       -135 |
| ../venv/lib/python3.10/site-packages/_yaml                                                                                                      |          1 |        -18 |        -12 |         -4 |        -34 |
| ../venv/lib/python3.10/site-packages/aiofiles                                                                                                   |         10 |       -788 |        -49 |       -157 |       -994 |
| ../venv/lib/python3.10/site-packages/aiofiles (Files)                                                                                           |          4 |       -142 |         -7 |        -34 |       -183 |
| ../venv/lib/python3.10/site-packages/aiofiles/tempfile                                                                                          |          2 |       -339 |        -31 |        -58 |       -428 |
| ../venv/lib/python3.10/site-packages/aiofiles/threadpool                                                                                        |          4 |       -307 |        -11 |        -65 |       -383 |
| ../venv/lib/python3.10/site-packages/aiogram                                                                                                    |        580 |    -30,180 |    -16,016 |     -6,853 |    -53,049 |
| ../venv/lib/python3.10/site-packages/aiogram (Files)                                                                                            |          4 |       -127 |        -60 |        -66 |       -253 |
| ../venv/lib/python3.10/site-packages/aiogram/client                                                                                             |         12 |     -3,572 |     -2,218 |       -484 |     -6,274 |
| ../venv/lib/python3.10/site-packages/aiogram/client (Files)                                                                                     |          5 |     -3,098 |     -2,155 |       -386 |     -5,639 |
| ../venv/lib/python3.10/site-packages/aiogram/client/session                                                                                     |          7 |       -474 |        -63 |        -98 |       -635 |
| ../venv/lib/python3.10/site-packages/aiogram/client/session (Files)                                                                             |          3 |       -368 |        -46 |        -65 |       -479 |
| ../venv/lib/python3.10/site-packages/aiogram/client/session/middlewares                                                                         |          4 |       -106 |        -17 |        -33 |       -156 |
| ../venv/lib/python3.10/site-packages/aiogram/dispatcher                                                                                         |         15 |     -1,171 |       -366 |       -255 |     -1,792 |
| ../venv/lib/python3.10/site-packages/aiogram/dispatcher (Files)                                                                                 |          4 |       -670 |       -250 |       -128 |     -1,048 |
| ../venv/lib/python3.10/site-packages/aiogram/dispatcher/event                                                                                   |          5 |       -205 |        -56 |        -68 |       -329 |
| ../venv/lib/python3.10/site-packages/aiogram/dispatcher/middlewares                                                                             |          6 |       -296 |        -60 |        -59 |       -415 |
| ../venv/lib/python3.10/site-packages/aiogram/enums                                                                                              |         34 |       -467 |       -174 |       -134 |       -775 |
| ../venv/lib/python3.10/site-packages/aiogram/filters                                                                                            |          9 |       -705 |       -139 |       -183 |     -1,027 |
| ../venv/lib/python3.10/site-packages/aiogram/fsm                                                                                                |         11 |     -1,248 |       -395 |       -281 |     -1,924 |
| ../venv/lib/python3.10/site-packages/aiogram/fsm (Files)                                                                                        |          6 |       -855 |       -268 |       -198 |     -1,321 |
| ../venv/lib/python3.10/site-packages/aiogram/fsm/storage                                                                                        |          5 |       -393 |       -127 |        -83 |       -603 |
| ../venv/lib/python3.10/site-packages/aiogram/handlers                                                                                           |         11 |       -146 |        -50 |        -71 |       -267 |
| ../venv/lib/python3.10/site-packages/aiogram/methods                                                                                            |        155 |     -4,818 |     -2,433 |     -1,538 |     -8,789 |
| ../venv/lib/python3.10/site-packages/aiogram/types                                                                                              |        298 |    -15,380 |     -8,971 |     -3,182 |    -27,533 |
| ../venv/lib/python3.10/site-packages/aiogram/utils                                                                                              |         28 |     -2,342 |     -1,127 |       -603 |     -4,072 |
| ../venv/lib/python3.10/site-packages/aiogram/utils (Files)                                                                                      |         23 |     -2,104 |     -1,056 |       -540 |     -3,700 |
| ../venv/lib/python3.10/site-packages/aiogram/utils/i18n                                                                                         |          5 |       -238 |        -71 |        -63 |       -372 |
| ../venv/lib/python3.10/site-packages/aiogram/webhook                                                                                            |          3 |       -204 |        -83 |        -56 |       -343 |
| ../venv/lib/python3.10/site-packages/aiohappyeyeballs                                                                                           |          5 |       -374 |       -167 |        -58 |       -599 |
| ../venv/lib/python3.10/site-packages/aiohttp                                                                                                    |         52 |    -17,202 |     -2,525 |     -3,679 |    -23,406 |
| ../venv/lib/python3.10/site-packages/aiohttp (Files)                                                                                            |         45 |    -16,199 |     -2,337 |     -3,487 |    -22,023 |
| ../venv/lib/python3.10/site-packages/aiohttp/_websocket                                                                                         |          7 |     -1,003 |       -188 |       -192 |     -1,383 |
| ../venv/lib/python3.10/site-packages/aiosignal                                                                                                  |          2 |        -25 |        -10 |        -15 |        -50 |
| ../venv/lib/python3.10/site-packages/annotated_types                                                                                            |          2 |       -292 |       -179 |       -114 |       -585 |
| ../venv/lib/python3.10/site-packages/async_timeout                                                                                              |          1 |       -144 |        -89 |        -44 |       -277 |
| ../venv/lib/python3.10/site-packages/attr                                                                                                       |         22 |     -2,780 |     -2,884 |       -739 |     -6,403 |
| ../venv/lib/python3.10/site-packages/attrs                                                                                                      |          7 |       -311 |        -15 |        -28 |       -354 |
| ../venv/lib/python3.10/site-packages/certifi                                                                                                    |          3 |        -63 |        -43 |        -27 |       -133 |
| ../venv/lib/python3.10/site-packages/charset_normalizer                                                                                         |         12 |     -4,168 |       -276 |       -570 |     -5,014 |
| ../venv/lib/python3.10/site-packages/charset_normalizer (Files)                                                                                 |         10 |     -3,850 |       -241 |       -532 |     -4,623 |
| ../venv/lib/python3.10/site-packages/charset_normalizer/cli                                                                                     |          2 |       -318 |        -35 |        -38 |       -391 |
| ../venv/lib/python3.10/site-packages/cv2                                                                                                        |         75 |   -358,982 |     -1,766 |     -2,989 |   -363,737 |
| ../venv/lib/python3.10/site-packages/cv2 (Files)                                                                                                |          7 |     -4,989 |       -236 |     -1,405 |     -6,630 |
| ../venv/lib/python3.10/site-packages/cv2/Error                                                                                                  |          1 |       -112 |         -2 |         -5 |       -119 |
| ../venv/lib/python3.10/site-packages/cv2/aruco                                                                                                  |          1 |       -205 |        -14 |        -85 |       -304 |
| ../venv/lib/python3.10/site-packages/cv2/barcode                                                                                                |          1 |        -23 |         -2 |        -15 |        -40 |
| ../venv/lib/python3.10/site-packages/cv2/cuda                                                                                                   |          1 |       -330 |        -15 |       -167 |       -512 |
| ../venv/lib/python3.10/site-packages/cv2/data                                                                                                   |         18 |   -350,718 |     -1,255 |        -19 |   -351,992 |
| ../venv/lib/python3.10/site-packages/cv2/detail                                                                                                 |          1 |       -378 |        -44 |       -179 |       -601 |
| ../venv/lib/python3.10/site-packages/cv2/dnn                                                                                                    |          1 |       -363 |        -22 |       -150 |       -535 |
| ../venv/lib/python3.10/site-packages/cv2/fisheye                                                                                                |          1 |        -64 |         -2 |        -18 |        -84 |
| ../venv/lib/python3.10/site-packages/cv2/flann                                                                                                  |          1 |        -43 |         -4 |        -18 |        -65 |
| ../venv/lib/python3.10/site-packages/cv2/gapi                                                                                                   |         26 |       -841 |        -78 |       -434 |     -1,353 |
| ../venv/lib/python3.10/site-packages/cv2/gapi (Files)                                                                                           |          2 |       -468 |        -16 |       -190 |       -674 |
| ../venv/lib/python3.10/site-packages/cv2/gapi/core                                                                                              |          4 |        -13 |         -3 |        -22 |        -38 |
| ../venv/lib/python3.10/site-packages/cv2/gapi/core (Files)                                                                                      |          1 |         -4 |          0 |         -4 |         -8 |
| ../venv/lib/python3.10/site-packages/cv2/gapi/core/cpu                                                                                          |          1 |         -3 |         -1 |         -6 |        -10 |
| ../venv/lib/python3.10/site-packages/cv2/gapi/core/fluid                                                                                        |          1 |         -3 |         -1 |         -6 |        -10 |
| ../venv/lib/python3.10/site-packages/cv2/gapi/core/ocl                                                                                          |          1 |         -3 |         -1 |         -6 |        -10 |
| ../venv/lib/python3.10/site-packages/cv2/gapi/ie                                                                                                |          2 |        -34 |         -8 |        -23 |        -65 |
| ../venv/lib/python3.10/site-packages/cv2/gapi/ie (Files)                                                                                        |          1 |        -28 |         -6 |        -18 |        -52 |
| ../venv/lib/python3.10/site-packages/cv2/gapi/ie/detail                                                                                         |          1 |         -6 |         -2 |         -5 |        -13 |
| ../venv/lib/python3.10/site-packages/cv2/gapi/imgproc                                                                                           |          2 |         -5 |         -1 |        -10 |        -16 |
| ../venv/lib/python3.10/site-packages/cv2/gapi/imgproc (Files)                                                                                   |          1 |         -2 |          0 |         -4 |         -6 |
| ../venv/lib/python3.10/site-packages/cv2/gapi/imgproc/fluid                                                                                     |          1 |         -3 |         -1 |         -6 |        -10 |
| ../venv/lib/python3.10/site-packages/cv2/gapi/oak                                                                                               |          1 |        -25 |         -5 |         -8 |        -38 |
| ../venv/lib/python3.10/site-packages/cv2/gapi/onnx                                                                                              |          2 |        -67 |        -11 |        -42 |       -120 |
| ../venv/lib/python3.10/site-packages/cv2/gapi/onnx (Files)                                                                                      |          1 |        -31 |         -5 |        -20 |        -56 |
| ../venv/lib/python3.10/site-packages/cv2/gapi/onnx/ep                                                                                           |          1 |        -36 |         -6 |        -22 |        -64 |
| ../venv/lib/python3.10/site-packages/cv2/gapi/ot                                                                                                |          2 |        -19 |         -5 |        -19 |        -43 |
| ../venv/lib/python3.10/site-packages/cv2/gapi/ot (Files)                                                                                        |          1 |        -16 |         -4 |        -13 |        -33 |
| ../venv/lib/python3.10/site-packages/cv2/gapi/ot/cpu                                                                                            |          1 |         -3 |         -1 |         -6 |        -10 |
| ../venv/lib/python3.10/site-packages/cv2/gapi/ov                                                                                                |          1 |        -52 |         -3 |        -20 |        -75 |
| ../venv/lib/python3.10/site-packages/cv2/gapi/own                                                                                               |          2 |         -7 |         -1 |         -9 |        -17 |
| ../venv/lib/python3.10/site-packages/cv2/gapi/own (Files)                                                                                       |          1 |         -2 |          0 |         -4 |         -6 |
| ../venv/lib/python3.10/site-packages/cv2/gapi/own/detail                                                                                        |          1 |         -5 |         -1 |         -5 |        -11 |
| ../venv/lib/python3.10/site-packages/cv2/gapi/render                                                                                            |          2 |         -5 |         -1 |        -10 |        -16 |
| ../venv/lib/python3.10/site-packages/cv2/gapi/render (Files)                                                                                    |          1 |         -2 |          0 |         -4 |         -6 |
| ../venv/lib/python3.10/site-packages/cv2/gapi/render/ocv                                                                                        |          1 |         -3 |         -1 |         -6 |        -10 |
| ../venv/lib/python3.10/site-packages/cv2/gapi/streaming                                                                                         |          1 |        -21 |         -5 |        -17 |        -43 |
| ../venv/lib/python3.10/site-packages/cv2/gapi/video                                                                                             |          1 |         -4 |         -2 |         -5 |        -11 |
| ../venv/lib/python3.10/site-packages/cv2/gapi/wip                                                                                               |          4 |       -121 |        -17 |        -59 |       -197 |
| ../venv/lib/python3.10/site-packages/cv2/gapi/wip (Files)                                                                                       |          1 |        -22 |         -3 |        -17 |        -42 |
| ../venv/lib/python3.10/site-packages/cv2/gapi/wip/draw                                                                                          |          1 |        -81 |         -9 |        -30 |       -120 |
| ../venv/lib/python3.10/site-packages/cv2/gapi/wip/gst                                                                                           |          1 |         -8 |         -3 |         -7 |        -18 |
| ../venv/lib/python3.10/site-packages/cv2/gapi/wip/onevpl                                                                                        |          1 |        -10 |         -2 |         -5 |        -17 |
| ../venv/lib/python3.10/site-packages/cv2/ipp                                                                                                    |          1 |         -6 |         -1 |         -8 |        -15 |
| ../venv/lib/python3.10/site-packages/cv2/mat_wrapper                                                                                            |          1 |        -27 |         -2 |        -12 |        -41 |
| ../venv/lib/python3.10/site-packages/cv2/misc                                                                                                   |          2 |         -4 |          0 |         -4 |         -8 |
| ../venv/lib/python3.10/site-packages/cv2/ml                                                                                                     |          1 |       -415 |        -33 |       -248 |       -696 |
| ../venv/lib/python3.10/site-packages/cv2/ocl                                                                                                    |          1 |       -157 |         -5 |        -91 |       -253 |
| ../venv/lib/python3.10/site-packages/cv2/ogl                                                                                                    |          1 |        -37 |         -6 |         -9 |        -52 |
| ../venv/lib/python3.10/site-packages/cv2/parallel                                                                                               |          1 |         -2 |         -1 |         -4 |         -7 |
| ../venv/lib/python3.10/site-packages/cv2/samples                                                                                                |          1 |         -5 |         -1 |         -7 |        -13 |
| ../venv/lib/python3.10/site-packages/cv2/segmentation                                                                                           |          1 |        -23 |         -2 |        -15 |        -40 |
| ../venv/lib/python3.10/site-packages/cv2/typing                                                                                                 |          1 |       -138 |        -31 |        -12 |       -181 |
| ../venv/lib/python3.10/site-packages/cv2/utils                                                                                                  |          4 |        -88 |         -9 |        -67 |       -164 |
| ../venv/lib/python3.10/site-packages/cv2/utils (Files)                                                                                          |          2 |        -73 |         -3 |        -49 |       -125 |
| ../venv/lib/python3.10/site-packages/cv2/utils/fs                                                                                               |          1 |         -2 |         -1 |         -4 |         -7 |
| ../venv/lib/python3.10/site-packages/cv2/utils/nested                                                                                           |          1 |        -13 |         -5 |        -14 |        -32 |
| ../venv/lib/python3.10/site-packages/cv2/videoio_registry                                                                                       |          1 |        -14 |         -1 |        -17 |        -32 |
| ../venv/lib/python3.10/site-packages/frozenlist                                                                                                 |          2 |       -105 |         -1 |        -29 |       -135 |
| ../venv/lib/python3.10/site-packages/future                                                                                                     |        133 |    -21,736 |    -11,794 |     -4,055 |    -37,585 |
| ../venv/lib/python3.10/site-packages/future (Files)                                                                                             |          1 |        -10 |        -81 |         -2 |        -93 |
| ../venv/lib/python3.10/site-packages/future/backports                                                                                           |         56 |    -18,735 |     -9,747 |     -3,224 |    -31,706 |
| ../venv/lib/python3.10/site-packages/future/backports (Files)                                                                                   |          7 |     -2,857 |     -1,341 |       -606 |     -4,804 |
| ../venv/lib/python3.10/site-packages/future/backports/email                                                                                     |         28 |     -5,394 |     -3,060 |     -1,036 |     -9,490 |
| ../venv/lib/python3.10/site-packages/future/backports/email (Files)                                                                             |         19 |     -5,268 |     -2,904 |       -970 |     -9,142 |
| ../venv/lib/python3.10/site-packages/future/backports/email/mime                                                                                |          9 |       -126 |       -156 |        -66 |       -348 |
| ../venv/lib/python3.10/site-packages/future/backports/html                                                                                      |          3 |     -2,916 |       -111 |        -53 |     -3,080 |
| ../venv/lib/python3.10/site-packages/future/backports/http                                                                                      |          5 |     -2,232 |     -2,626 |       -433 |     -5,291 |
| ../venv/lib/python3.10/site-packages/future/backports/test                                                                                      |          4 |     -1,498 |       -709 |       -301 |     -2,508 |
| ../venv/lib/python3.10/site-packages/future/backports/urllib                                                                                    |          6 |     -2,642 |       -904 |       -487 |     -4,033 |
| ../venv/lib/python3.10/site-packages/future/backports/xmlrpc                                                                                    |          3 |     -1,196 |       -996 |       -308 |     -2,500 |
| ../venv/lib/python3.10/site-packages/future/builtins                                                                                            |          8 |       -337 |       -216 |       -106 |       -659 |
| ../venv/lib/python3.10/site-packages/future/moves                                                                                               |         53 |       -502 |        -82 |       -152 |       -736 |
| ../venv/lib/python3.10/site-packages/future/moves (Files)                                                                                       |         17 |       -128 |         -7 |        -44 |       -179 |
| ../venv/lib/python3.10/site-packages/future/moves/dbm                                                                                           |          4 |        -36 |         -3 |        -12 |        -51 |
| ../venv/lib/python3.10/site-packages/future/moves/html                                                                                          |          3 |        -29 |        -13 |         -8 |        -50 |
| ../venv/lib/python3.10/site-packages/future/moves/http                                                                                          |          5 |        -42 |         -2 |        -10 |        -54 |
| ../venv/lib/python3.10/site-packages/future/moves/test                                                                                          |          2 |        -20 |          0 |         -6 |        -26 |
| ../venv/lib/python3.10/site-packages/future/moves/tkinter                                                                                       |         13 |       -147 |          0 |        -43 |       -190 |
| ../venv/lib/python3.10/site-packages/future/moves/urllib                                                                                        |          6 |        -88 |        -57 |        -24 |       -169 |
| ../venv/lib/python3.10/site-packages/future/moves/xmlrpc                                                                                        |          3 |        -12 |          0 |         -5 |        -17 |
| ../venv/lib/python3.10/site-packages/future/standard_library                                                                                    |          1 |       -343 |       -389 |        -90 |       -822 |
| ../venv/lib/python3.10/site-packages/future/tests                                                                                               |          2 |       -307 |       -169 |        -65 |       -541 |
| ../venv/lib/python3.10/site-packages/future/types                                                                                               |         10 |     -1,021 |       -749 |       -288 |     -2,058 |
| ../venv/lib/python3.10/site-packages/future/utils                                                                                               |          2 |       -481 |       -361 |       -128 |       -970 |
| ../venv/lib/python3.10/site-packages/idna                                                                                                       |          8 |    -13,266 |        -36 |       -307 |    -13,609 |
| ../venv/lib/python3.10/site-packages/idna-3.10.dist-info                                                                                        |          1 |        -25 |          0 |         -7 |        -32 |
| ../venv/lib/python3.10/site-packages/iso8601                                                                                                    |          3 |       -362 |        -59 |        -29 |       -450 |
| ../venv/lib/python3.10/site-packages/libfuturize                                                                                                |         29 |     -1,169 |       -860 |       -311 |     -2,340 |
| ../venv/lib/python3.10/site-packages/libfuturize (Files)                                                                                        |          3 |       -486 |       -266 |        -92 |       -844 |
| ../venv/lib/python3.10/site-packages/libfuturize/fixes                                                                                          |         26 |       -683 |       -594 |       -219 |     -1,496 |
| ../venv/lib/python3.10/site-packages/libpasteurize                                                                                              |         25 |       -488 |       -947 |        -73 |     -1,508 |
| ../venv/lib/python3.10/site-packages/libpasteurize (Files)                                                                                      |          2 |       -134 |        -56 |        -17 |       -207 |
| ../venv/lib/python3.10/site-packages/libpasteurize/fixes                                                                                        |         23 |       -354 |       -891 |        -56 |     -1,301 |
| ../venv/lib/python3.10/site-packages/magic_filter                                                                                               |         17 |       -458 |         -6 |       -185 |       -649 |
| ../venv/lib/python3.10/site-packages/magic_filter (Files)                                                                                       |          6 |       -279 |         -6 |       -112 |       -397 |
| ../venv/lib/python3.10/site-packages/magic_filter/operations                                                                                    |         11 |       -179 |          0 |        -73 |       -252 |
| ../venv/lib/python3.10/site-packages/multidict                                                                                                  |          4 |       -847 |        -74 |       -173 |     -1,094 |
| ../venv/lib/python3.10/site-packages/numpy                                                                                                      |        816 |   -192,807 |    -81,468 |    -35,996 |   -310,271 |
| ../venv/lib/python3.10/site-packages/numpy (Files)                                                                                              |         27 |     -7,906 |     -1,636 |       -837 |    -10,379 |
| ../venv/lib/python3.10/site-packages/numpy/_core                                                                                                |        163 |    -69,693 |    -25,914 |    -13,712 |   -109,319 |
| ../venv/lib/python3.10/site-packages/numpy/_core (Files)                                                                                        |         60 |    -18,091 |    -16,781 |     -3,333 |    -38,205 |
| ../venv/lib/python3.10/site-packages/numpy/_core/include                                                                                        |         29 |     -7,798 |     -2,142 |     -1,250 |    -11,190 |
| ../venv/lib/python3.10/site-packages/numpy/_core/include/numpy                                                                                  |         29 |     -7,798 |     -2,142 |     -1,250 |    -11,190 |
| ../venv/lib/python3.10/site-packages/numpy/_core/include/numpy (Files)                                                                          |         26 |     -6,192 |     -1,715 |       -972 |     -8,879 |
| ../venv/lib/python3.10/site-packages/numpy/_core/include/numpy/random                                                                           |          3 |     -1,606 |       -427 |       -278 |     -2,311 |
| ../venv/lib/python3.10/site-packages/numpy/_core/lib                                                                                            |          2 |        -27 |          0 |         -7 |        -34 |
| ../venv/lib/python3.10/site-packages/numpy/_core/lib/npy-pkg-config                                                                             |          2 |        -27 |          0 |         -7 |        -34 |
| ../venv/lib/python3.10/site-packages/numpy/_core/tests                                                                                          |         72 |    -43,777 |     -6,991 |     -9,122 |    -59,890 |
| ../venv/lib/python3.10/site-packages/numpy/_core/tests (Files)                                                                                  |         67 |    -43,564 |     -6,969 |     -9,087 |    -59,620 |
| ../venv/lib/python3.10/site-packages/numpy/_core/tests/data                                                                                     |          1 |       -143 |        -14 |        -14 |       -171 |
| ../venv/lib/python3.10/site-packages/numpy/_core/tests/examples                                                                                 |          4 |        -70 |         -8 |        -21 |        -99 |
| ../venv/lib/python3.10/site-packages/numpy/_core/tests/examples/cython                                                                          |          1 |        -26 |         -5 |         -7 |        -38 |
| ../venv/lib/python3.10/site-packages/numpy/_core/tests/examples/limited_api                                                                     |          3 |        -44 |         -3 |        -14 |        -61 |
| ../venv/lib/python3.10/site-packages/numpy/_pyinstaller                                                                                         |          7 |        -73 |        -36 |        -30 |       -139 |
| ../venv/lib/python3.10/site-packages/numpy/_pyinstaller (Files)                                                                                 |          4 |        -22 |        -19 |        -12 |        -53 |
| ../venv/lib/python3.10/site-packages/numpy/_pyinstaller/tests                                                                                   |          3 |        -51 |        -17 |        -18 |        -86 |
| ../venv/lib/python3.10/site-packages/numpy/_typing                                                                                              |         14 |     -2,049 |       -295 |       -215 |     -2,559 |
| ../venv/lib/python3.10/site-packages/numpy/_utils                                                                                               |          8 |       -452 |       -414 |       -153 |     -1,019 |
| ../venv/lib/python3.10/site-packages/numpy/char                                                                                                 |          2 |       -112 |          0 |         -3 |       -115 |
| ../venv/lib/python3.10/site-packages/numpy/compat                                                                                               |          3 |        -82 |        -65 |        -28 |       -175 |
| ../venv/lib/python3.10/site-packages/numpy/compat (Files)                                                                                       |          2 |        -82 |        -65 |        -27 |       -174 |
| ../venv/lib/python3.10/site-packages/numpy/compat/tests                                                                                         |          1 |          0 |          0 |         -1 |         -1 |
| ../venv/lib/python3.10/site-packages/numpy/core                                                                                                 |         23 |       -209 |        -59 |        -47 |       -315 |
| ../venv/lib/python3.10/site-packages/numpy/distutils                                                                                            |        127 |    -15,063 |     -4,850 |     -2,684 |    -22,597 |
| ../venv/lib/python3.10/site-packages/numpy/distutils (Files)                                                                                    |         26 |     -8,181 |     -3,517 |     -1,452 |    -13,150 |
| ../venv/lib/python3.10/site-packages/numpy/distutils/checks                                                                                     |         45 |       -614 |       -205 |       -129 |       -948 |
| ../venv/lib/python3.10/site-packages/numpy/distutils/command                                                                                    |         18 |     -2,374 |       -496 |       -372 |     -3,242 |
| ../venv/lib/python3.10/site-packages/numpy/distutils/fcompiler                                                                                  |         20 |     -2,229 |       -330 |       -454 |     -3,013 |
| ../venv/lib/python3.10/site-packages/numpy/distutils/mingw                                                                                      |          1 |         -5 |          0 |         -2 |         -7 |
| ../venv/lib/python3.10/site-packages/numpy/distutils/tests                                                                                      |         17 |     -1,660 |       -302 |       -275 |     -2,237 |
| ../venv/lib/python3.10/site-packages/numpy/doc                                                                                                  |          1 |          0 |       -138 |         -1 |       -139 |
| ../venv/lib/python3.10/site-packages/numpy/f2py                                                                                                 |         60 |    -14,405 |     -4,248 |     -2,020 |    -20,673 |
| ../venv/lib/python3.10/site-packages/numpy/f2py (Files)                                                                                         |         20 |     -8,959 |     -3,136 |     -1,004 |    -13,099 |
| ../venv/lib/python3.10/site-packages/numpy/f2py/_backends                                                                                       |          4 |       -314 |         -8 |        -45 |       -367 |
| ../venv/lib/python3.10/site-packages/numpy/f2py/src                                                                                             |          2 |     -1,308 |       -176 |       -114 |     -1,598 |
| ../venv/lib/python3.10/site-packages/numpy/f2py/tests                                                                                           |         34 |     -3,824 |       -928 |       -857 |     -5,609 |
| ../venv/lib/python3.10/site-packages/numpy/f2py/tests (Files)                                                                                   |         33 |     -3,618 |       -920 |       -835 |     -5,373 |
| ../venv/lib/python3.10/site-packages/numpy/f2py/tests/src                                                                                       |          1 |       -206 |         -8 |        -22 |       -236 |
| ../venv/lib/python3.10/site-packages/numpy/f2py/tests/src/array_from_pyobj                                                                      |          1 |       -206 |         -8 |        -22 |       -236 |
| ../venv/lib/python3.10/site-packages/numpy/fft                                                                                                  |         11 |     -1,065 |     -1,888 |       -207 |     -3,160 |
| ../venv/lib/python3.10/site-packages/numpy/fft (Files)                                                                                          |          8 |       -451 |     -1,838 |       -112 |     -2,401 |
| ../venv/lib/python3.10/site-packages/numpy/fft/tests                                                                                            |          3 |       -614 |        -50 |        -95 |       -759 |
| ../venv/lib/python3.10/site-packages/numpy/lib                                                                                                  |         88 |    -28,636 |    -17,574 |     -5,520 |    -51,730 |
| ../venv/lib/python3.10/site-packages/numpy/lib (Files)                                                                                          |         62 |    -12,878 |    -15,965 |     -2,557 |    -31,400 |
| ../venv/lib/python3.10/site-packages/numpy/lib/tests                                                                                            |         26 |    -15,758 |     -1,609 |     -2,963 |    -20,330 |
